Category,Condition,UserQuery,BotResponse
Infectious Diseases,COVID-19,Do I need a doctor for covid-19?,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,What should I do about covid-19?,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Help me with covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Information about covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Explain covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,I have covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,I think I have covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Symptoms of covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Treatment for covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Cure for covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Home remedies for covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,COVID-19,Prevention of covid-19,COVID-19 is coronavirus disease causing respiratory symptoms. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Can you tell me about chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,What is chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Tell me about chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,I want to know about chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,What are symptoms of chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,How do I treat chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,What causes chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Is chickenpox serious?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Do I need a doctor for chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,What should I do about chickenpox?,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Help me with chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Information about chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Explain chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,I have chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,I think I have chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Symptoms of chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Treatment for chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Cure for chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Home remedies for chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Chickenpox,Prevention of chickenpox,Chickenpox is viral infection causing itchy rash. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Infectious Diseases,Dengue,Can you tell me about dengue?,Dengue is mosquito-borne viral disease. It's a condition under the 'Infectious Diseases' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
